测试套/软件包名,测试用例名,状态,日志文件,原因
mksh,oe_test_mksh,success,./mugen-riscv/logs/mksh/oe_test_mksh/2023-06-02-16:09:10.log,None
mlocate,oe_test_service_mlocate-updatedb,success,./mugen-riscv/logs/mlocate/oe_test_service_mlocate-updatedb/2023-06-02-16:10:43.log,None
netcf,oe_test_service_netcf-transaction,success,./mugen-riscv/logs/netcf/oe_test_service_netcf-transaction/2023-04-26-11:08:23.log,None
nfs-utils,oe_test_service_auth-rpcgss-module,success,./mugen-riscv/logs/nfs-utils/oe_test_service_auth-rpcgss-module/2023-04-26-11:24:08.log,None
,oe_test_service_nfs,success,./mugen-riscv/logs/nfs-utils/oe_test_service_nfs/2023-04-26-11:49:57.log,None
,oe_test_service_nfs-blkmap,success,./mugen-riscv/logs/nfs-utils/oe_test_service_nfs-blkmap/2023-04-26-11:27:08.log,None
,oe_test_service_nfs-idmap,success,./mugen-riscv/logs/nfs-utils/oe_test_service_nfs-idmap/2023-04-26-11:35:42.log,None
,oe_test_service_nfs-idmapd,success,./mugen-riscv/logs/nfs-utils/oe_test_service_nfs-idmapd/2023-04-26-11:32:48.log,None
,oe_test_service_nfs-lock,success,./mugen-riscv/logs/nfs-utils/oe_test_service_nfs-lock/2023-04-26-11:38:36.log,None
,oe_test_service_nfs-mountd,success,./mugen-riscv/logs/nfs-utils/oe_test_service_nfs-mountd/2023-04-26-11:42:44.log,None
,oe_test_service_nfs-secure,success,./mugen-riscv/logs/nfs-utils/oe_test_service_nfs-secure/2023-04-26-11:44:57.log,None
,oe_test_service_nfs-server,success,./mugen-riscv/logs/nfs-utils/oe_test_service_nfs-server/2023-04-26-11:47:17.log,None
,oe_test_service_nfs-utils,success,./mugen-riscv/logs/nfs-utils/oe_test_service_nfs-utils/2023-04-26-11:52:43.log,None
,oe_test_service_nfsdcld,success,./mugen-riscv/logs/nfs-utils/oe_test_service_nfsdcld/2023-04-26-11:29:57.log,None
,oe_test_service_rpc-gssd,success,./mugen-riscv/logs/nfs-utils/oe_test_service_rpc-gssd/2023-04-26-11:55:17.log,None
,oe_test_service_rpc-statd,success,./mugen-riscv/logs/nfs-utils/oe_test_service_rpc-statd/2023-04-26-12:00:17.log,None
,oe_test_service_rpc-statd-notify,success,./mugen-riscv/logs/nfs-utils/oe_test_service_rpc-statd-notify/2023-04-26-11:57:47.log,None
,oe_test_target_nfs-client,success,./mugen-riscv/logs/nfs-utils/oe_test_target_nfs-client/2023-04-26-12:02:39.log,None
,oe_test_target_rpc_pipefs,success,./mugen-riscv/logs/nfs-utils/oe_test_target_rpc_pipefs/2023-04-26-12:05:04.log,None
nghttp2,oe_test_service_nghttpx,success,./mugen-riscv/logs/nghttp2/oe_test_service_nghttpx/2023-04-26-11:42:23.log,None
nss-pam-ldapd,oe_test_service_nslcd,success,./mugen-riscv/logs/nss-pam-ldapd/oe_test_service_nslcd/2023-04-26-12:03:49.log,None
oddjob,oe_test_service_oddjobd,success,./mugen-riscv/logs/oddjob/oe_test_service_oddjobd/2023-04-26-12:16:07.log,None
open-isns,oe_test_service_isnsd,success,./mugen-riscv/logs/open-isns/oe_test_service_isnsd/2023-04-26-12:19:43.log,None
opensm,oe_test_service_opensm,success,./mugen-riscv/logs/opensm/oe_test_service_opensm/2023-04-26-13:48:07.log,None
ostree,oe_test_service_ostree-finalize-staged,success,./mugen-riscv/logs/ostree/oe_test_service_ostree-finalize-staged/2023-04-26-14:47:31.log,None
papi,oe_test_papi_avail_01,success,./mugen-riscv/logs/papi/oe_test_papi_avail_01/2023-04-26-15:23:36.log,None
,oe_test_papi_avail_02,success,./mugen-riscv/logs/papi/oe_test_papi_avail_02/2023-04-26-15:25:02.log,None
,oe_test_papi_command_line,success,./mugen-riscv/logs/papi/oe_test_papi_command_line/2023-04-26-15:26:16.log,None
,oe_test_papi_native_avail_01,success,./mugen-riscv/logs/papi/oe_test_papi_native_avail_01/2023-04-26-15:27:57.log,None
,oe_test_papi_native_avail_02,success,./mugen-riscv/logs/papi/oe_test_papi_native_avail_02/2023-04-26-15:29:07.log,None
,oe_test_papi_xml_event_info,success,./mugen-riscv/logs/papi/oe_test_papi_xml_event_info/2023-04-26-15:30:16.log,None
pcsc-lite,oe_test_service_pcscd,success,./mugen-riscv/logs/pcsc-lite/oe_test_service_pcscd/2023-04-26-18:34:02.log,None
,oe_test_socket_pcscd,success,./mugen-riscv/logs/pcsc-lite/oe_test_socket_pcscd/2023-04-26-18:36:29.log,None
perl-libwww-perl,oe_test_perl-libwww-perl_GET_01,success,./mugen-riscv/logs/perl-libwww-perl/oe_test_perl-libwww-perl_GET_01/2023-04-28-00:35:38.log,None
,oe_test_perl-libwww-perl_GET_02,success,./mugen-riscv/logs/perl-libwww-perl/oe_test_perl-libwww-perl_GET_02/2023-04-28-00:38:45.log,None
,oe_test_perl-libwww-perl_HEAD_01,success,./mugen-riscv/logs/perl-libwww-perl/oe_test_perl-libwww-perl_HEAD_01/2023-04-28-00:40:21.log,None
